content_a,content_q,major,minor,recommend,view_count,content
"<태아의 성 감별>현행 「의료법」은 태아의 성 감별을 목적으로 하는 의료행위를 금지하고 있습니다. 이를 위반하는 의료인은 2년 이하의 징역이나 1천 만원 이하의 벌금에 처해집니다.<태아의 성 고지>과거에는 태아의 임신주수에 관계없이 의료인의 태아의 성 고지를 전면 금지했으나, 이러한 구 「의료법」 제20조제2항은 2008년 헌법불합치결정을 받아 현재 개정 법령에서는 임신 32주 이후의 성 고지 행위를 허용하고 있습니다.더보기",태아의 성별을 미리 알아보는 행위가 법령에서 허용되나요?,태아신생아,태아 성(性) 감별 등,1822,6213,"태아의 성별을 미리 알아보는 행위가 법령에서 허용되나요? / <태아의 성 감별>현행 「의료법」은 태아의 성 감별을 목적으로 하는 의료행위를 금지하고 있습니다. 이를 위반하는 의료인은 2년 이하의 징역이나 1천 만원 이하의 벌금에 처해집니다.<태아의 성 고지>과거에는 태아의 임신주수에 관계없이 의료인의 태아의 성 고지를 전면 금지했으나, 이러한 구 「의료법」 제20조제2항은 2008년 헌법불합치결정을 받아 현재 개정 법령에서는 임신 32주 이후의 성 고지 행위를 허용하고 있습니다.더보기"
"택배 회사가 택배 운송물의 분실 및 훼손된 사실을 확인하였음에도 불구하고 배상 조치를 하지 않는 경우에는 공정거래위원회에서 운영하는 『1372 소비자상담센터』(www.ccn.go.kr, 국번없이 1372)에 연락하여 상담한 후, 한국소비자원의 피해구제 절차를 진행할 수 있습니다.◇ 한국소비자원의 도움 받기☞ 택배 회사와 면담하거나 전화 통화를 하는 등의 방법으로 택배 회사와 협의해서 그 피해구제를 위한 노력에도 불구하고 자율적인 분쟁해결이 어려운 경우에는 공정거래위원회에서 운영하는 『1372 소비자상담센터』(www.ccn.go.kr, 국번없이 1372)에 연락하여 상담한 후, 한국소비자원의 피해구제 절차를 진행할 수 있습니다.더보기",택배 기사가 운송물의 훼손 사실을 확인하고도 손해배상을 해주지 않아요. 이런 경우는 어떻게 손해배상을 받을 수 있나요?,택배,한국소비자원의 도움 받기,1510,5362,"택배 기사가 운송물의 훼손 사실을 확인하고도 손해배상을 해주지 않아요. 이런 경우는 어떻게 손해배상을 받을 수 있나요? / 택배 회사가 택배 운송물의 분실 및 훼손된 사실을 확인하였음에도 불구하고 배상 조치를 하지 않는 경우에는 공정거래위원회에서 운영하는 『1372 소비자상담센터』(www.ccn.go.kr, 국번없이 1372)에 연락하여 상담한 후, 한국소비자원의 피해구제 절차를 진행할 수 있습니다.◇ 한국소비자원의 도움 받기☞ 택배 회사와 면담하거나 전화 통화를 하는 등의 방법으로 택배 회사와 협의해서 그 피해구제를 위한 노력에도 불구하고 자율적인 분쟁해결이 어려운 경우에는 공정거래위원회에서 운영하는 『1372 소비자상담센터』(www.ccn.go.kr, 국번없이 1372)에 연락하여 상담한 후, 한국소비자원의 피해구제 절차를 진행할 수 있습니다.더보기"
운송물의 분실이 택배 기사의 고의 또는 중대한 과실로 인하여 발생한 때에는 택배 회사는 모든 손해를 배상하도록 하고 있습니다. 따라서 분실로 인한 모든 손해를 배상받을 수 있습니다.◇ 운송물이 분실된 경우의 보상방법☞ 운송장에 운송물의 가액을 기재한 경우· 운송 중 운송물이 전부 또는 일부 분실된 때에는 택배요금 환급 및 운송장에 기재된 운송물의 가액을 기준으로 산정한 손해액을 지급합니다(「택배표준약관」 제20조제2항제1호).더보기,택배 기사가 실수로 화물칸을 열어둔 채 자리를 비워 택배 물품을 분실하였습니다. 택배 기사의 중대한 실수로 택배를 분실한 경우에는 어느 정도 손해배상을 받을 수 있나요?,택배,운송물이 택배 회사의 고의 또는 중대한 과실로 분실된 경우의 보상방법,1594,5598,택배 기사가 실수로 화물칸을 열어둔 채 자리를 비워 택배 물품을 분실하였습니다. 택배 기사의 중대한 실수로 택배를 분실한 경우에는 어느 정도 손해배상을 받을 수 있나요? / 운송물의 분실이 택배 기사의 고의 또는 중대한 과실로 인하여 발생한 때에는 택배 회사는 모든 손해를 배상하도록 하고 있습니다. 따라서 분실로 인한 모든 손해를 배상받을 수 있습니다.◇ 운송물이 분실된 경우의 보상방법☞ 운송장에 운송물의 가액을 기재한 경우· 운송 중 운송물이 전부 또는 일부 분실된 때에는 택배요금 환급 및 운송장에 기재된 운송물의 가액을 기준으로 산정한 손해액을 지급합니다(「택배표준약관」 제20조제2항제1호).더보기
인수 후 하자가 발견된 경우에는 물품을 인수한 날로부터 14일 이내에 그 사실을 사업자에게 통지해야 배상받을 수 있습니다. 만약 즉시 통보하지 않으면 책임소재의 규명이 곤란한 경우가 있으므로 물품 훼손·분실 등의 피해가 발생한 경우에는 택배회사에 즉시 통보하여 「소비자분쟁해결기준」에 따라 피해배상을 요청해야 합니다.◇ 손해배상 청구 기간☞ 운송물을 수령한 날로부터 14일 이내에 통지하지 않은 경우더보기,"택배 운송 중 훼손, 분실, 연착된 물품에 대한 손해배상 청구는 언제든지 가능한가요?",택배,손해배상 청구 기간,1664,5486,"택배 운송 중 훼손, 분실, 연착된 물품에 대한 손해배상 청구는 언제든지 가능한가요? / 인수 후 하자가 발견된 경우에는 물품을 인수한 날로부터 14일 이내에 그 사실을 사업자에게 통지해야 배상받을 수 있습니다. 만약 즉시 통보하지 않으면 책임소재의 규명이 곤란한 경우가 있으므로 물품 훼손·분실 등의 피해가 발생한 경우에는 택배회사에 즉시 통보하여 「소비자분쟁해결기준」에 따라 피해배상을 요청해야 합니다.◇ 손해배상 청구 기간☞ 운송물을 수령한 날로부터 14일 이내에 통지하지 않은 경우더보기"
"받는 사람 부재 시 택배 기사가 아무런 조치 없이 임의로 제품을 두고 간 후 분실 되었다면 후속조치 미흡으로 인한 배상 책임을 물을 수 있지만, 상호 협의 하에 지정된 장소에 두고 갔으나 분실되었다면 보상청구는 어렵습니다.◇ 부재 시 택배 물품 분실에 대한 손해배상☞ 택배 회사는 운송물을 배달할 때에 받는 사람으로부터 확인을 받아야 합니다. 받는 사람이 부재하여 대리인에게 배달한 경우에는 받는 사람에게 그 사실을 통지해야 합니다(「택배표준약관」제13조제1항).더보기",받는 사람이 없어 택배 기사가 특정장소에 물품을 두고 갔는데 물품이 분실되었다고 합니다. 보상 받을 수 있나요?,택배,부재 시 택배 물품 분실에 대한 손해배상,1598,5937,"받는 사람이 없어 택배 기사가 특정장소에 물품을 두고 갔는데 물품이 분실되었다고 합니다. 보상 받을 수 있나요? / 받는 사람 부재 시 택배 기사가 아무런 조치 없이 임의로 제품을 두고 간 후 분실 되었다면 후속조치 미흡으로 인한 배상 책임을 물을 수 있지만, 상호 협의 하에 지정된 장소에 두고 갔으나 분실되었다면 보상청구는 어렵습니다.◇ 부재 시 택배 물품 분실에 대한 손해배상☞ 택배 회사는 운송물을 배달할 때에 받는 사람으로부터 확인을 받아야 합니다. 받는 사람이 부재하여 대리인에게 배달한 경우에는 받는 사람에게 그 사실을 통지해야 합니다(「택배표준약관」제13조제1항).더보기"
"오매불망 기다리던 택배가 운송 도중 분실되었다는 사실만으로도 화가 나는데요. 배송되지도 않은 택배의 요금을 지불하는 것은 더 화나는 일이죠.택배 의뢰한 운송물의 분실이 천재지변, 그 밖의 불가항력적인 사유 또는 고객의 책임 없는 사유로 인한 것인 때에는 택배 요금을 지불하지 않아도 됩니다. 그러나 운송물의 분실이 운송물의 성질이나 하자 또는 고객의 과실로 인한 것인 때에는 택배 회사는 고객에게 택배 요금의 전액을 청구할 수 있습니다.더보기",택배 의뢰한 운송물이 운송 도중 분실되었다고 합니다. 물품이 분실된 경우에도 택배 요금을 지불해야 하나요?,택배,택배운임의 환급과 청구,1417,5106,"택배 의뢰한 운송물이 운송 도중 분실되었다고 합니다. 물품이 분실된 경우에도 택배 요금을 지불해야 하나요? / 오매불망 기다리던 택배가 운송 도중 분실되었다는 사실만으로도 화가 나는데요. 배송되지도 않은 택배의 요금을 지불하는 것은 더 화나는 일이죠.택배 의뢰한 운송물의 분실이 천재지변, 그 밖의 불가항력적인 사유 또는 고객의 책임 없는 사유로 인한 것인 때에는 택배 요금을 지불하지 않아도 됩니다. 그러나 운송물의 분실이 운송물의 성질이나 하자 또는 고객의 과실로 인한 것인 때에는 택배 회사는 고객에게 택배 요금의 전액을 청구할 수 있습니다.더보기"
"300만원을 초과하는 물품은 택배 취급 금지 품목입니다. 택배 회사가 카메라의 수탁을 수락해서 할증요금을 지불한다고 해도 카메라를 분실했을 때의 최고 배상액은 300만원이므로 그 이상의 보상은 어렵습니다. 만약 운송장에 물품의 가격을 기재하지 않고 보냈다면 최대 50만원을 배상 받을 수 있습니다. 이런 경우를 대비해서 고가의 물품을 택배로 보내야 할 경우에는 꼭 운송장에 물품의 가격을 기재해야 하며, 300만원을 초과하는 고가품의 경우에는 택배이용을 하지 않는 편이 좋습니다.◇ 고가의 물품 분실에 따른 손해배상더보기",가격이 500만원인 카메라를 택배 의뢰하였으나 운송 도중 분실되어 받지 못했습니다. 택배 회사에 배상을 요구했더니 해당 금액 전부를 배상해 줄 수는 없다고 합니다. 할증 요금을 지불했음에도 불구하고 카메라 가격 전부를 보상받을 수는 없나요?,택배,고가의 물품 분실에 따른 손해배상,1587,5336,"가격이 500만원인 카메라를 택배 의뢰하였으나 운송 도중 분실되어 받지 못했습니다. 택배 회사에 배상을 요구했더니 해당 금액 전부를 배상해 줄 수는 없다고 합니다. 할증 요금을 지불했음에도 불구하고 카메라 가격 전부를 보상받을 수는 없나요? / 300만원을 초과하는 물품은 택배 취급 금지 품목입니다. 택배 회사가 카메라의 수탁을 수락해서 할증요금을 지불한다고 해도 카메라를 분실했을 때의 최고 배상액은 300만원이므로 그 이상의 보상은 어렵습니다. 만약 운송장에 물품의 가격을 기재하지 않고 보냈다면 최대 50만원을 배상 받을 수 있습니다. 이런 경우를 대비해서 고가의 물품을 택배로 보내야 할 경우에는 꼭 운송장에 물품의 가격을 기재해야 하며, 300만원을 초과하는 고가품의 경우에는 택배이용을 하지 않는 편이 좋습니다.◇ 고가의 물품 분실에 따른 손해배상더보기"
"파손면책이란 운송을 맡긴 물품이 파손되더라도 택배 회사에 책임을 묻지 않겠다는 특약의 일부인데 일부 업체들이 운송과정에서 발생되는 문제에 대한 책임 회피용으로 악용하고 있습니다. 소비자가 파손면책에 서명했지만 운송도중 물품의 안전 운송에 최선을 다했음을 입증하지 않은 한 택배 회사에도 책임이 있습니다. 단, 파손될 수 있다는 점을 예상하고 이를 확약하는 면책확약서를 준 경우에는 소비자도 이에 대한 책임 부분을 감안해야 합니다.◇ 택배 회사의 면책 사유더보기",서예작품 액자를 택배 의뢰하면서 발송 당시 액자의 유리가 깨질 수 있다고 생각해 택배 회사에서 요구하는 면책확약서에 서명하였습니다. 그런데 서예작품까지 파손된 채 배송된 경우에도 면책확약서에 서명했다는 이유로 손해배상을 받을 수 없는 건가요?,택배,택배 회사의 면책 사유,1638,5794,"서예작품 액자를 택배 의뢰하면서 발송 당시 액자의 유리가 깨질 수 있다고 생각해 택배 회사에서 요구하는 면책확약서에 서명하였습니다. 그런데 서예작품까지 파손된 채 배송된 경우에도 면책확약서에 서명했다는 이유로 손해배상을 받을 수 없는 건가요? / 파손면책이란 운송을 맡긴 물품이 파손되더라도 택배 회사에 책임을 묻지 않겠다는 특약의 일부인데 일부 업체들이 운송과정에서 발생되는 문제에 대한 책임 회피용으로 악용하고 있습니다. 소비자가 파손면책에 서명했지만 운송도중 물품의 안전 운송에 최선을 다했음을 입증하지 않은 한 택배 회사에도 책임이 있습니다. 단, 파손될 수 있다는 점을 예상하고 이를 확약하는 면책확약서를 준 경우에는 소비자도 이에 대한 책임 부분을 감안해야 합니다.◇ 택배 회사의 면책 사유더보기"
"택배 회사는 이 운송물이 김치임을 알았으며 운송물의 포장이 운송에 적합하지 않은 경우에는 물품의 인수를 거절할 수 있음에도 불구하고 포장상태에 대해서도 별다른 이의 제기를 하지 않고 인수하였으므로 보상을 거부하는 것은 부당합니다. 택배 회사는 김치 값에 상당하는 가격을 보상해야 합니다.◇ 배송 제외 물품의 사고 발생 시 손해배상☞ 택배 기사는 운송물의 포장이 운송에 적합하지 않은 때에는 고객에게 필요한 포장을 하도록 청구하거나, 고객의 승낙을 얻어 운송 중 발생될 수 있는 충격량을 고려하여 포장을 하여야 합니다(「택배표준약관」 제7조제2항).더보기",김치 1박스를 택배 의뢰하였으나 배송되지 않아 택배 회사에 문의하였더니 김치포장이 부실해 운송 중에 김치박스가 터져 오히려 다른 운송물이 훼손되었다며 김치에 대한 배상을 거부하고 있습니다. 이런 경우 보상 받을 수 없나요?,택배,배송 제외 물품의 사고 발생 시 손해배상,1408,5342,"김치 1박스를 택배 의뢰하였으나 배송되지 않아 택배 회사에 문의하였더니 김치포장이 부실해 운송 중에 김치박스가 터져 오히려 다른 운송물이 훼손되었다며 김치에 대한 배상을 거부하고 있습니다. 이런 경우 보상 받을 수 없나요? / 택배 회사는 이 운송물이 김치임을 알았으며 운송물의 포장이 운송에 적합하지 않은 경우에는 물품의 인수를 거절할 수 있음에도 불구하고 포장상태에 대해서도 별다른 이의 제기를 하지 않고 인수하였으므로 보상을 거부하는 것은 부당합니다. 택배 회사는 김치 값에 상당하는 가격을 보상해야 합니다.◇ 배송 제외 물품의 사고 발생 시 손해배상☞ 택배 기사는 운송물의 포장이 운송에 적합하지 않은 때에는 고객에게 필요한 포장을 하도록 청구하거나, 고객의 승낙을 얻어 운송 중 발생될 수 있는 충격량을 고려하여 포장을 하여야 합니다(「택배표준약관」 제7조제2항).더보기"
"택배 관련손해배상액은 소비자가 운송장에 가액을 기재했는지 여부에 따라 달라집니다. 운송장에 물품의 가액을 200만원이라고 기재한 경우에는 이 금액을 기준으로 산정된 손해액을 지급 받을 수 있지만, 소비자가 운송장에 물품의 가액을 기재하지 않았을 경우에는 배상받을 수 있는 금액은 최대 50만원입니다.◇ 운송장에 물품가격 미기재에 따른 손해배상☞ 운송장에 운송물의 가액을 기재하지 않은 경우에는 손해배상한도액은 50만원으로 하되, 운송물의 가액에 따라 할증요금을 지급하는 경우의 손해배상한도액은 각 운송가액 구간별 운송물의 최고가액으로 합니다(「택배표준약관」 제20조제3항).더보기",물품의 가격을 기재하지 않은 채 200만원 상당의 의류 8점을 택배 회사에 배송 의뢰했는데 운송 도중에 분실했다고 합니다. 이런 경우 어느 정도의 피해배상금을 요구할 수 있는지요?,택배,운송장에 물품가격 미기재에 따른 손해배상,1523,5062,"물품의 가격을 기재하지 않은 채 200만원 상당의 의류 8점을 택배 회사에 배송 의뢰했는데 운송 도중에 분실했다고 합니다. 이런 경우 어느 정도의 피해배상금을 요구할 수 있는지요? / 택배 관련손해배상액은 소비자가 운송장에 가액을 기재했는지 여부에 따라 달라집니다. 운송장에 물품의 가액을 200만원이라고 기재한 경우에는 이 금액을 기준으로 산정된 손해액을 지급 받을 수 있지만, 소비자가 운송장에 물품의 가액을 기재하지 않았을 경우에는 배상받을 수 있는 금액은 최대 50만원입니다.◇ 운송장에 물품가격 미기재에 따른 손해배상☞ 운송장에 운송물의 가액을 기재하지 않은 경우에는 손해배상한도액은 50만원으로 하되, 운송물의 가액에 따라 할증요금을 지급하는 경우의 손해배상한도액은 각 운송가액 구간별 운송물의 최고가액으로 합니다(「택배표준약관」 제20조제3항).더보기"
"사용자는 근로자가 퇴직한 경우에는 그 지급사유가 발생한 날부터 14일 이내(특별한 사정이 있는 경우 당사자 합의로 연장 가능)에 퇴직금을 지급하므로, 퇴직금을 지급받지 못하고 해고된 근로자는 고용노동부에 임금체불 신고를 하거나 대한법률구조공단의 무료법률구조를 받아 민사소송을 제기할 수 있습니다.◇ 퇴직금☞ “퇴직금”이란 사용자가 1년 이상 계속 근로한 근로자가 퇴직할 때 30일분 이상의 평균임금을 말합니다.더보기",회사에서 퇴직금을 지급받지 못하고 해고되었습니다.어떻게 구제받을 수 있나요?,퇴직급여 제도,퇴직금의 지급,3530,11499,"회사에서 퇴직금을 지급받지 못하고 해고되었습니다.어떻게 구제받을 수 있나요? / 사용자는 근로자가 퇴직한 경우에는 그 지급사유가 발생한 날부터 14일 이내(특별한 사정이 있는 경우 당사자 합의로 연장 가능)에 퇴직금을 지급하므로, 퇴직금을 지급받지 못하고 해고된 근로자는 고용노동부에 임금체불 신고를 하거나 대한법률구조공단의 무료법률구조를 받아 민사소송을 제기할 수 있습니다.◇ 퇴직금☞ “퇴직금”이란 사용자가 1년 이상 계속 근로한 근로자가 퇴직할 때 30일분 이상의 평균임금을 말합니다.더보기"
"계약직근로자가 계약을 반복하여 체결한 경우에 그 계약이 반복된 기간, 근로자가 휴직한 경우 휴직기간, 임시직에서 정규직으로 전환된 경우 임시직 근로기간은 계속근로기간에 포함되지만,군복무기간은 계속근로기간에 포함되지 않습니다.◇ “계속근로기간”이란?☞ “계속근로기간”이란 계속하여 근로를 제공한 기간, 근로계약을 체결하여 해지될 때까지의 기간을 말합니다.더보기","퇴직금은 계속근로기간 1년에 대해 30일 퇴직금을 지급한다고 하는데,계속근로기간에 포함되지 않는 기간도 있나요?",퇴직급여 제도,퇴직금 산정에서의 계속근로기간,2961,10308,"퇴직금은 계속근로기간 1년에 대해 30일 퇴직금을 지급한다고 하는데,계속근로기간에 포함되지 않는 기간도 있나요? / 계약직근로자가 계약을 반복하여 체결한 경우에 그 계약이 반복된 기간, 근로자가 휴직한 경우 휴직기간, 임시직에서 정규직으로 전환된 경우 임시직 근로기간은 계속근로기간에 포함되지만,군복무기간은 계속근로기간에 포함되지 않습니다.◇ “계속근로기간”이란?☞ “계속근로기간”이란 계속하여 근로를 제공한 기간, 근로계약을 체결하여 해지될 때까지의 기간을 말합니다.더보기"
"근로자가 퇴직하는 경우 근로자는 사용자로부터 계속근로기간 1년에 대해 30일분 이상의 평균임금을 퇴직금으로 지급받을 수 있는데,퇴직금 산정 공식은 [(1일 평균임금 ×  30일) × 총 계속근로기간 ÷  365]입니다.◇ 퇴직금의 산정방법☞ 퇴직금은 퇴직일 이전 3개월간의 임금총액을 퇴직일 이전 3개월간의 총 일수로 나눈 평균임금으로 계산합니다.´평균임금´이란 임금을 산정해야 할 사유가 발생한 날 이전 3개월 동안에 그 근로자에게 지급된 임금의 총액을 그 기간의 총일수로 나눈 금액을 말합니다.더보기",퇴직금은 어떻게 계산하나요?,퇴직급여 제도,퇴직금의 산정,3228,12540,"퇴직금은 어떻게 계산하나요? / 근로자가 퇴직하는 경우 근로자는 사용자로부터 계속근로기간 1년에 대해 30일분 이상의 평균임금을 퇴직금으로 지급받을 수 있는데,퇴직금 산정 공식은 [(1일 평균임금 ×  30일) × 총 계속근로기간 ÷  365]입니다.◇ 퇴직금의 산정방법☞ 퇴직금은 퇴직일 이전 3개월간의 임금총액을 퇴직일 이전 3개월간의 총 일수로 나눈 평균임금으로 계산합니다.´평균임금´이란 임금을 산정해야 할 사유가 발생한 날 이전 3개월 동안에 그 근로자에게 지급된 임금의 총액을 그 기간의 총일수로 나눈 금액을 말합니다.더보기"
"퇴직금은 퇴직할 때 지급되는 것이 원칙이나, 예외적으로 사용자는 근로자의 요구가 있는 경우에 근로자의 퇴직 전에 해당 근로자가 계속 근로한 기간에 대한 퇴직금을 미리 정산하여 지급할 수 있습니다.이 경우 미리 정산하여 지급한 후의 퇴직금 산정을 위한 계속근로기간은 정산시점부터 새로 기산합니다.◇ 퇴직금 중간정산 요건☞ 퇴직금 중간정산은 근로자의 요구와 사용자의 승낙이라는 의사의 합치가 이루어지는 경우에 시행할 수 있는 것으로서,더보기",퇴직하기 전에도 퇴직금을 받을 수 있나요?,퇴직급여 제도,퇴직금의 중간정산,3214,10517,"퇴직하기 전에도 퇴직금을 받을 수 있나요? / 퇴직금은 퇴직할 때 지급되는 것이 원칙이나, 예외적으로 사용자는 근로자의 요구가 있는 경우에 근로자의 퇴직 전에 해당 근로자가 계속 근로한 기간에 대한 퇴직금을 미리 정산하여 지급할 수 있습니다.이 경우 미리 정산하여 지급한 후의 퇴직금 산정을 위한 계속근로기간은 정산시점부터 새로 기산합니다.◇ 퇴직금 중간정산 요건☞ 퇴직금 중간정산은 근로자의 요구와 사용자의 승낙이라는 의사의 합치가 이루어지는 경우에 시행할 수 있는 것으로서,더보기"
"퇴직금은 계속근로기간이 1년 이상이고, 4주간을 평균하여 1주간의 소정근로시간이 15시간 이상 근로한 근로자가 퇴직하는 경우 지급합니다.퇴직하는 근로자에게 지급되는 퇴직금은 계속근로기간 1년에 대해 30일분 이상의 평균임금입니다.◇ 1년 이상 근로☞ 계속근로연수는 원칙적으로 근로자가 입사한 날(또는 최초의 출근의무가 있는 날)부터 퇴직일까지의 기간을 말합니다.더보기",퇴직금을 지급받으려면 근로자는 어떤 요건을 갖추어야 하나요?,퇴직급여 제도,퇴직금의 지급요건,2833,10594,"퇴직금을 지급받으려면 근로자는 어떤 요건을 갖추어야 하나요? / 퇴직금은 계속근로기간이 1년 이상이고, 4주간을 평균하여 1주간의 소정근로시간이 15시간 이상 근로한 근로자가 퇴직하는 경우 지급합니다.퇴직하는 근로자에게 지급되는 퇴직금은 계속근로기간 1년에 대해 30일분 이상의 평균임금입니다.◇ 1년 이상 근로☞ 계속근로연수는 원칙적으로 근로자가 입사한 날(또는 최초의 출근의무가 있는 날)부터 퇴직일까지의 기간을 말합니다.더보기"
퇴직연금 제도 시행일인 2005년 12월 1일 이전에 퇴직보험 또는 퇴직일시금신탁에 가입한 사업의 경우에는 퇴직금 제도를 설정한 것으로 봅니다.그러나 퇴직보험 또는 퇴직일시금신탁 가입을 퇴직금 제도 설정으로 간주하는 효력은 2010년 12월 31일까지만 유효하므로퇴직보험 또는 퇴직일시금신탁 가입이 퇴직급여 제도로 계속 인정받기 위해서는 2010년 12월 31일 이전에 퇴직연금 제도로 전환해야 합니다.더보기,퇴직급여 제도가 시행되기 전에 퇴직보험ㆍ퇴직일시금 신탁에 가입한 근로자는 언제까지 퇴직연금 제도로 전환해야 하나요?,퇴직급여 제도,퇴직금 제도와 퇴직보험 등,3320,10011,퇴직급여 제도가 시행되기 전에 퇴직보험ㆍ퇴직일시금 신탁에 가입한 근로자는 언제까지 퇴직연금 제도로 전환해야 하나요? / 퇴직연금 제도 시행일인 2005년 12월 1일 이전에 퇴직보험 또는 퇴직일시금신탁에 가입한 사업의 경우에는 퇴직금 제도를 설정한 것으로 봅니다.그러나 퇴직보험 또는 퇴직일시금신탁 가입을 퇴직금 제도 설정으로 간주하는 효력은 2010년 12월 31일까지만 유효하므로퇴직보험 또는 퇴직일시금신탁 가입이 퇴직급여 제도로 계속 인정받기 위해서는 2010년 12월 31일 이전에 퇴직연금 제도로 전환해야 합니다.더보기
"사용자가 퇴직급여 제도의 내용을 변경하려면 근로자 대표의 의견을 들어야 하며,더욱이, 퇴직급여 제도의 내용을 근로자에게 불이익하게 변경하려는 경우에는 근로자 대표의 동의를 받아야 합니다.따라서 근로자 대표의 동의 없이 퇴직급여 제도의 내용을 근로자에게 불이익하게 변경한 경우해당 내용 변경은 효력이 없으며,사용자는 500만원 이하의 벌금에 처해집니다.더보기","확정형 퇴직연금 제도를 도입한 사업장인데, 사장님이 근로자 대표의 동의 없이 사용자 부담금을 줄였습니다.근로자 대표의 동의 없이 사용자 부담금을 줄이는 것이 가능한가요?",퇴직급여 제도,퇴직급여 제도의 내용 변경,2583,8512,"확정형 퇴직연금 제도를 도입한 사업장인데, 사장님이 근로자 대표의 동의 없이 사용자 부담금을 줄였습니다.근로자 대표의 동의 없이 사용자 부담금을 줄이는 것이 가능한가요? / 사용자가 퇴직급여 제도의 내용을 변경하려면 근로자 대표의 의견을 들어야 하며,더욱이, 퇴직급여 제도의 내용을 근로자에게 불이익하게 변경하려는 경우에는 근로자 대표의 동의를 받아야 합니다.따라서 근로자 대표의 동의 없이 퇴직급여 제도의 내용을 근로자에게 불이익하게 변경한 경우해당 내용 변경은 효력이 없으며,사용자는 500만원 이하의 벌금에 처해집니다.더보기"
"사용자가 퇴직급여 제도의 종류를 선택하기 위해서는 근로자 대표의 동의를 받아야 하고,이미 선택한 퇴직급여 제도를 다른 종류의 퇴직급여 제도로 변경하는 경우에도 근로자 대표의 동의를 받아야 합니다.따라서 근로자 대표의 동의 없이 퇴직급여 제도의 종류를 퇴직금 제도로 선택·변경한 경우해당 퇴직급여 제도의 종류 선택은 효력이 없으므로, 해당 사업장은 기존의 퇴직연금 제도가 적용되며,사용자는 500만원 이하의 벌금에 처해집니다.더보기","퇴직연금 제도를 도입한 사업장인데, 사용자가 근로자 대표의 동의 없이 퇴직연금 제도를 퇴직금 제도로 변경하였습니다. 근로자 대표의 동의 없이 퇴직급여 제도의 종류를 바꾸는 것이 적법한가요?",퇴직급여 제도,퇴직급여 제도의 종류 선택 및 변경,3212,9793,"퇴직연금 제도를 도입한 사업장인데, 사용자가 근로자 대표의 동의 없이 퇴직연금 제도를 퇴직금 제도로 변경하였습니다. 근로자 대표의 동의 없이 퇴직급여 제도의 종류를 바꾸는 것이 적법한가요? / 사용자가 퇴직급여 제도의 종류를 선택하기 위해서는 근로자 대표의 동의를 받아야 하고,이미 선택한 퇴직급여 제도를 다른 종류의 퇴직급여 제도로 변경하는 경우에도 근로자 대표의 동의를 받아야 합니다.따라서 근로자 대표의 동의 없이 퇴직급여 제도의 종류를 퇴직금 제도로 선택·변경한 경우해당 퇴직급여 제도의 종류 선택은 효력이 없으므로, 해당 사업장은 기존의 퇴직연금 제도가 적용되며,사용자는 500만원 이하의 벌금에 처해집니다.더보기"
"차등에 해당하지 않습니다. 그러나 같은 퇴직급여 제도의 종류를 적용하면서 근로자간 지급조건을 달리 정하는 것은 차등에 해당합니다.예를 들어, 하나의 사업 안에서 일부 근로자에게는 확정급여형 퇴직연금 제도를 적용하고, 나머지 근로자에게는 확정기여형 퇴직연금 제도 또는 퇴직금 제도를 적용한 것은 퇴직급여 제도 차등 설정에 해당되지 않습니다.그러나 만약, 하나의 사업 안에서 직위별, 직종별로 퇴직금의 지급조건을 다르게 하는 것 등은 퇴직급여 제도를 차등 설정한 것에 해당합니다.더보기","퇴직급여 제도를 설정하는 경우 근로자 간 차등 설정이 금지되어 있는데,근로자 별로 적용되는 퇴직급여 제도가 다른 경우 차등에 해당되지 않나요?",퇴직급여 제도,퇴직급여 제도 차등 설정 금지,3269,9641,"퇴직급여 제도를 설정하는 경우 근로자 간 차등 설정이 금지되어 있는데,근로자 별로 적용되는 퇴직급여 제도가 다른 경우 차등에 해당되지 않나요? / 차등에 해당하지 않습니다. 그러나 같은 퇴직급여 제도의 종류를 적용하면서 근로자간 지급조건을 달리 정하는 것은 차등에 해당합니다.예를 들어, 하나의 사업 안에서 일부 근로자에게는 확정급여형 퇴직연금 제도를 적용하고, 나머지 근로자에게는 확정기여형 퇴직연금 제도 또는 퇴직금 제도를 적용한 것은 퇴직급여 제도 차등 설정에 해당되지 않습니다.그러나 만약, 하나의 사업 안에서 직위별, 직종별로 퇴직금의 지급조건을 다르게 하는 것 등은 퇴직급여 제도를 차등 설정한 것에 해당합니다.더보기"
